PPI,min_score,max_score,avg_score
8f2p-model-83_A_Z,-6.482728004,1.678352237,-2.585608959
8f2p-model-84_A_Z,-4.095178604,2.858285427,-0.471964598
8f2p-model-85_A_Z,-2.310186386,3.50134778,0.592285156
8f2p-model-86_A_Z,-4.164268494,1.456129789,-1.016171932
8f2p-model-87_A_Z,-3.818402767,0.975078821,-1.165681005
8f2p-model-88_A_Z,-3.85291338,3.697631836,-0.597173214
8f2p-model-89_A_Z,-4.604790688,4.312070847,-0.548323929
8f2p-model-90_A_Z,-3.876768112,2.208233356,-0.596445858
8f2p-model-91_A_Z,-5.350248814,2.130532742,-1.60475421
8f2p-model-92_A_Z,-3.379771471,3.074349403,-0.267102599
8f2p-model-93_A_Z,-4.778892517,1.348647594,-1.245617747
8f2p-model-94_A_Z,-4.906208038,2.670592308,-0.035128672
8f2p-model-95_A_Z,-4.263511181,1.898833275,-0.620899498
8f2p-model-96_A_Z,-4.633908272,2.725972891,-0.865361929
8f2p-model-97_A_Z,-2.739899158,2.213653088,0.136060387
8f2p-model-98_A_Z,-2.417330265,2.905913115,0.275479078
8f2p-model-99_A_Z,-3.506305218,3.349898577,0.621233702
8f2p-model-100_A_Z,-4.972752571,2.698643208,-0.684144974
8fo6-model-1_A_Z,-4.451815605,8.908043861,1.147934794
8fo6-model-2_A_Z,-5.29988575,3.73359251,0.60690254
8fo6-model-3_A_Z,-9.048418999,1.96888423,-2.565678835
8fo6-model-4_A_Z,-6.180448055,2.168317795,-1.573779345
8fo6-model-5_A_Z,-9.643139839,2.030789375,-2.872380733
8fo6-model-6_A_Z,-9.933023453,1.428656101,-2.26519537
8fo6-model-7_A_Z,-11.75162125,1.341090679,-3.331537247
8fo6-model-8_A_Z,-8.699935913,2.992592812,-1.975145578
8fo6-model-9_A_Z,-5.82519722,1.651694059,-1.357994795
8fo6-model-10_A_Z,-11.7276516,2.478790283,-4.016744614
8fo6-model-11_A_Z,-9.090154648,1.340589404,-2.25489068
8fo6-model-12_A_Z,-10.03132534,2.429829597,-3.209124327
8fo6-model-13_A_Z,-7.045753479,2.861564636,-1.579174399
8fo6-model-14_A_Z,-5.921256065,3.614899397,-0.549147069
8fo6-model-15_A_Z,-8.924556732,1.61784637,-1.906772375
8fo6-model-16_A_Z,-4.664666653,3.296126842,-0.178450659
8fo6-model-17_A_Z,-8.719043732,3.987655401,-2.854827881
8fo6-model-18_A_Z,-9.488845825,1.938702822,-2.985693455
8fo6-model-19_A_Z,-6.446980476,0.993418336,-1.504557371
8fo6-model-20_A_Z,-6.384334087,1.688228369,-1.334631324
8fo6-model-21_A_Z,-3.678116798,1.963861346,-0.727428615
8fo6-model-22_A_Z,-9.060990334,3.398879766,-2.320142984
8fo6-model-23_A_Z,-13.48610401,4.519188881,-0.492409527
8fo6-model-24_A_Z,-10.74388885,1.775447488,-3.480469465
8fo6-model-25_A_Z,-11.54685497,2.299040556,-2.831400871
8fo6-model-26_A_Z,-6.815061569,4.592447281,-0.813370764
8fo6-model-27_A_Z,-5.940976143,4.553205013,0.149876058
8fo6-model-28_A_Z,-6.491760731,1.973379612,-0.922700524
8fo6-model-29_A_Z,-8.246259689,2.795656681,-1.641103148
8fo6-model-30_A_Z,-7.932461739,4.494911194,-0.64142257
8fo6-model-31_A_Z,-9.868422508,1.941646338,-2.422528505
8fo6-model-32_A_Z,-7.412942886,1.451660395,-1.15912807
8fo6-model-33_A_Z,-6.73292923,9.3244133,0.901971519
8fo6-model-34_A_Z,-7.857213974,1.954422235,-2.448999882
8fo6-model-35_A_Z,-5.367403984,2.410365582,-1.030323982
8fo6-model-36_A_Z,-8.93197155,2.426112652,-2.524698019
8fo6-model-37_A_Z,-5.779054642,3.530098915,-0.795126855
8fo6-model-38_A_Z,-7.648445129,1.197282791,-2.610264301
8fo6-model-39_A_Z,-10.69097805,2.189889193,-3.337906599
8fo6-model-40_A_Z,-6.219660759,3.109493494,-1.224342108
8fo6-model-41_A_Z,-5.216772079,2.689426661,-0.647612631
8fo6-model-42_A_Z,-9.250268936,2.094507694,-2.372265339
8fo6-model-43_A_Z,-8.042927742,1.863460183,-1.893066883
8fo6-model-44_A_Z,-11.00645924,3.046928883,-2.923701048
8fo6-model-45_A_Z,-7.340040207,3.647209167,-1.622258663
8fo6-model-46_A_Z,-7.408185959,3.094116926,-1.266955376
8fo6-model-47_A_Z,-8.789092064,2.913187981,-1.705911517
8fo6-model-48_A_Z,-8.129354477,1.468547463,-2.168906689
8fo6-model-49_A_Z,-8.597493172,1.919419765,-2.299423695
8fo6-model-50_A_Z,-11.36823845,1.959348917,-3.488612652
8fo6-model-51_A_Z,-4.621770859,3.946480751,0.160877705
8fo6-model-52_A_Z,-7.896388054,2.21918726,-2.346735001
8fo6-model-53_A_Z,-11.61866093,2.314505577,-2.638810873
8fo6-model-54_A_Z,-4.699031353,1.736808419,-0.790625393
8fo6-model-55_A_Z,-4.932947636,2.530902386,-0.625030398
8fo6-model-56_A_Z,-4.282687187,2.435239792,-0.739347875
8fo6-model-57_A_Z,-3.547177553,4.600108624,0.531243503
8fo6-model-58_A_Z,-10.01497078,2.196476221,-2.281423092
8fo6-model-59_A_Z,-7.790803909,2.053986073,-1.028608203
8fo6-model-60_A_Z,-6.741557121,5.430443287,-1.32253921
8fo6-model-61_A_Z,-8.285344124,4.030122757,-0.452226222
8fo6-model-62_A_Z,-7.559475422,1.605500698,-1.264722943
8fo6-model-63_A_Z,-4.05866003,2.363451481,-1.224114537
8fo6-model-64_A_Z,-8.640142441,1.917940736,-1.884551167
8fo6-model-65_A_Z,-9.353570938,0.424925387,-3.48003149
8fo6-model-66_A_Z,-8.297604561,1.956501722,-1.178783059
8fo6-model-67_A_Z,-7.611281395,3.178195,-0.737362742
8fo6-model-68_A_Z,-5.110248089,2.534353971,-0.996338606
8fo6-model-69_A_Z,-4.445001602,5.491664886,0.62442261
8fo6-model-70_A_Z,-6.185534954,2.477373123,-0.216719806
8fo6-model-71_A_Z,-11.09769058,0.448979676,-4.043348789
8fo6-model-72_A_Z,-5.879497051,2.183233976,-0.661644936
8fo6-model-73_A_Z,-4.408270359,1.751173258,-0.744696736
8fo6-model-74_A_Z,-8.907045364,2.024180651,-2.083813906
8fo6-model-75_A_Z,-8.921144485,0.599876344,-2.918896675
8fo6-model-76_A_Z,-4.353730202,1.883030772,-0.560844541
8fo6-model-77_A_Z,-10.87197876,2.400825739,-3.187632561
8fo6-model-78_A_Z,-5.503135681,1.95443666,-1.069015145
8fo6-model-79_A_Z,-6.03608799,2.567157984,-0.904984117
8fo6-model-80_A_Z,-5.297970295,3.079773426,-0.790936708
8fo6-model-81_A_Z,-4.180796623,3.794536591,-0.357659489
8fo6-model-82_A_Z,-8.468276978,1.708284855,-1.408306241
8fo6-model-83_A_Z,-5.288401604,3.124878883,-1.039094806
8fo6-model-84_A_Z,-3.249649286,3.811835051,-0.25455898
8fo6-model-85_A_Z,-11.23391914,1.669938207,-2.723997593
8fo6-model-86_A_Z,-7.769253731,1.591500521,-1.445841908
8fo6-model-87_A_Z,-9.465189934,1.673465014,-2.592913628
8fo6-model-88_A_Z,-9.79918766,1.885527849,-1.545348287
8fo6-model-89_A_Z,-8.729879379,2.336097479,-2.463524818
8fo6-model-90_A_Z,-9.279188156,1.764966965,-2.259482861
8fo6-model-91_A_Z,-10.24432087,2.094455719,-2.227803946
8fo6-model-92_A_Z,-7.268593788,2.320662737,-1.639683843
8fo6-model-93_A_Z,-3.412435532,2.505178928,-0.368165374
8fo6-model-94_A_Z,-6.960364342,3.67633605,0.452832073
8fo6-model-95_A_Z,-12.10493374,1.704818726,-5.015186787
8fo6-model-96_A_Z,-11.70563221,1.095890999,-3.419935703
8fo6-model-97_A_Z,-7.429847717,2.188317537,-1.379695892
8fo6-model-98_A_Z,-9.408418655,1.924051404,-1.819052696
8fo6-model-99_A_Z,-10.73263264,2.342546701,-1.682824612
8fo6-model-100_A_Z,-6.002666473,3.36405921,-0.452923328
8g18-model-1_A_Z,-3.006219864,8.493040085,2.450164557
8g18-model-2_A_Z,-6.922579288,3.510648489,-1.685309052
8g18-model-3_A_Z,-8.754886627,1.88787365,-1.194411039
8g18-model-4_A_Z,-8.610895157,2.062129021,-2.309612274
8g18-model-5_A_Z,-5.47077179,2.576173067,-0.968434572
8g18-model-6_A_Z,-5.710285664,2.307117462,-1.16921854
8g18-model-7_A_Z,-8.507328987,4.679867268,-1.547534466
8g18-model-8_A_Z,-7.970528603,3.136600494,-0.472930908
8g18-model-9_A_Z,-4.938702583,3.209311247,-0.422670096
8g18-model-10_A_Z,-4.205226898,2.032360792,-0.800023913
8g18-model-11_A_Z,-9.286938667,1.597245097,-2.030015469
8g18-model-12_A_Z,-7.541478634,2.70698452,-1.363778353
8g18-model-13_A_Z,-5.396089554,1.623228431,-0.871273518
8g18-model-14_A_Z,-11.89982796,3.899549007,-2.133558273
8g18-model-15_A_Z,-8.794668198,2.034670591,-1.37107408
8g18-model-16_A_Z,-3.929184437,1.919891596,-0.797265828
8g18-model-17_A_Z,-9.486499786,2.325175762,-3.104392052
8g18-model-18_A_Z,-5.145125866,2.231959343,-0.692616105
8g18-model-19_A_Z,-6.420181274,1.873196125,-1.440779328
8g18-model-20_A_Z,-4.838670254,1.637459397,-1.20032537
8g18-model-21_A_Z,-11.28931236,1.440797091,-2.049005508
8g18-model-22_A_Z,-4.95203495,1.354400873,-1.29572463
8g18-model-23_A_Z,-10.45003033,2.141528368,-3.026345968
8g18-model-24_A_Z,-6.174725056,3.40086937,-0.986280799
8g18-model-25_A_Z,-7.958446026,2.933998585,-0.795541048
8g18-model-26_A_Z,-2.30668211,2.897984743,0.201111764
8g18-model-27_A_Z,-7.912917137,2.895963192,-1.900050998
8g18-model-28_A_Z,-9.143783569,2.616333246,-1.495669842
8g18-model-29_A_Z,-10.0136404,3.217347145,-2.016531706
8g18-model-30_A_Z,-11.10822868,2.147487164,-2.592357635
8g18-model-31_A_Z,-4.104161739,1.907667041,-0.553918958
8g18-model-32_A_Z,-4.027663231,2.179878235,-0.942041397
8g18-model-33_A_Z,-4.955303669,3.271763802,-0.334763378
8g18-model-34_A_Z,-5.34185648,2.318735123,-1.185030699
8g18-model-35_A_Z,-5.03673315,3.6284585,0.250980437
8g18-model-36_A_Z,-3.84600234,1.976706505,-0.978375733
8g18-model-37_A_Z,-3.91051507,4.176117897,0.348409534
8g18-model-38_A_Z,-8.700202942,2.418828726,-0.868047655
8g18-model-39_A_Z,-12.03194904,1.595042586,-2.408924818
8g18-model-40_A_Z,-14.42222309,4.368068695,-0.580047667
8g18-model-41_A_Z,-4.56613493,2.069535971,-1.202274442
8g18-model-42_A_Z,-3.81889987,1.775931597,-0.85363704
8g18-model-43_A_Z,-8.739014626,2.750376225,-2.454326391
8g18-model-44_A_Z,-12.75289059,1.981851697,-2.625156879
8g18-model-45_A_Z,-5.756663322,3.832629442,-0.920800865
8g18-model-46_A_Z,-2.702718735,2.799943447,0.048655674
8g18-model-47_A_Z,-2.845273495,3.124842167,0.077289961
8g18-model-48_A_Z,-6.449074745,4.426016808,-0.582313359
8g18-model-49_A_Z,-3.605384827,3.141904593,0.568303227
8g18-model-50_A_Z,-7.427976131,3.343219519,-1.802651167
8g18-model-51_A_Z,-2.633520603,2.769107819,0.354501247
8g18-model-52_A_Z,-4.443868637,1.0641011,-1.285996318
8g18-model-53_A_Z,-7.532134533,2.608823061,-1.394532204
8g18-model-54_A_Z,-6.520452976,3.953681946,-1.111878872
8g18-model-55_A_Z,-6.10348177,3.890548706,-1.083486319
8g18-model-56_A_Z,-2.208011389,4.463306427,0.905141592
8g18-model-57_A_Z,-4.482391357,1.978369117,-0.488575637
8g18-model-58_A_Z,-11.15122604,3.153680563,-2.011916399
8g18-model-59_A_Z,-4.050272465,1.66898036,-0.818433106
8g18-model-60_A_Z,-5.66830492,2.638883591,-0.505589187
8g18-model-61_A_Z,-10.30159187,3.203781366,-2.464143515
8g18-model-62_A_Z,-3.252083063,3.52138567,0.231317967
8g18-model-63_A_Z,-8.933191299,2.706543922,-0.393251419
8g18-model-64_A_Z,-10.63490009,2.864125252,-2.853862286
8g18-model-65_A_Z,-3.541515827,1.87696147,-0.570282936
8g18-model-66_A_Z,-5.954349041,4.568257332,-0.701865792
8g18-model-67_A_Z,-10.58234882,0.775183797,-1.90832305
8g18-model-68_A_Z,-5.842565536,4.736965179,-0.545320511
8g18-model-69_A_Z,-11.87182808,0.988142788,-3.079518318
8g18-model-70_A_Z,-3.572944164,4.695509434,-0.171925053
8g18-model-71_A_Z,-11.4819746,1.352366447,-3.144217968
8g18-model-72_A_Z,-7.347579002,2.404218674,-1.183178902
8g18-model-73_A_Z,-3.860844374,1.594612598,-0.568786085
8g18-model-74_A_Z,-4.419639587,2.334195614,-0.550101221
8g18-model-75_A_Z,-7.670804501,2.514741659,-0.965804219
8g18-model-76_A_Z,-2.314579248,3.167906761,0.525605977
8g18-model-77_A_Z,-5.664244175,2.350910187,-1.032587171
8g18-model-78_A_Z,-3.974555969,1.657901525,-0.489967406
8g18-model-79_A_Z,-8.241544724,2.826384783,-1.80231905
8g18-model-80_A_Z,-6.649008751,2.661845446,-1.263341665
8g18-model-81_A_Z,-5.188884735,2.281015396,-0.798991084
8g18-model-82_A_Z,-3.331574678,2.090554476,-0.663724482
8g18-model-83_A_Z,-3.73159647,2.112095356,-0.503595352
8g18-model-84_A_Z,-2.315897942,3.290035009,0.598779142
8g18-model-85_A_Z,-8.334214211,3.934631586,-1.296788454
8g18-model-86_A_Z,-6.080794334,3.791185856,-0.99697727
8g18-model-87_A_Z,-7.280080795,1.680788994,-1.394507647
8g18-model-88_A_Z,-9.226125717,3.078344345,-0.791289985
8g18-model-89_A_Z,-2.764593124,4.222004414,0.519561172
8g18-model-90_A_Z,-6.048906326,2.194029331,-1.088248253
8g18-model-91_A_Z,-3.462634325,0.879566491,-1.303097963
8g18-model-92_A_Z,-3.544994354,1.410538912,-0.782657325
8g18-model-93_A_Z,-9.355538368,1.585290909,-1.284599423
8g18-model-94_A_Z,-5.554576874,0.976753831,-1.426095247
8g18-model-95_A_Z,-3.789628267,1.926476359,-0.672363639
8g18-model-96_A_Z,-10.10353279,4.686747074,-2.47704792
8g18-model-97_A_Z,-4.249097824,2.07537365,-0.953199983
8g18-model-98_A_Z,-11.28985786,1.248078227,-3.173833609
8g18-model-99_A_Z,-4.593020439,2.15517664,-0.768305063
8g18-model-100_A_Z,-4.204589367,1.477314949,-0.822847426
8gsw-model-1_A_Z,-2.649850845,7.326221943,2.368788719
8gsw-model-2_A_Z,-4.419508934,2.904900074,-0.442156732
8gsw-model-3_A_Z,-4.917139053,3.373937607,-0.07895986
8gsw-model-4_A_Z,-4.716160774,1.290347695,-1.411217451
8gsw-model-5_A_Z,-6.132301331,2.590294123,-1.464000702
8gsw-model-6_A_Z,-4.361303329,2.499133825,-0.338760972
8gsw-model-7_A_Z,-6.071428299,4.561910152,-0.466502279
8gsw-model-8_A_Z,-3.674100876,2.529365301,-0.84154433
8gsw-model-9_A_Z,-3.924995184,3.071773529,0.110317089
8gsw-model-10_A_Z,-4.509058475,1.414194345,-1.584130287
8gsw-model-11_A_Z,-5.641741753,2.620269537,-1.321062922
8gsw-model-12_A_Z,-4.923291683,1.135262966,-1.057374358
8gsw-model-13_A_Z,-4.844491005,1.570907593,-1.231804252
8gsw-model-14_A_Z,-6.638299942,5.306711674,-0.298043936
8gsw-model-15_A_Z,-4.701555252,3.932312489,-0.611407936
8gsw-model-16_A_Z,-3.35695982,0.882496715,-1.068078637
8gsw-model-17_A_Z,-4.857789993,3.476774693,0.234202743
8gsw-model-18_A_Z,-3.516814947,2.974458694,0.446357131
8gsw-model-19_A_Z,-4.636140347,1.688426852,-0.797801912
8gsw-model-20_A_Z,-4.958662033,0.601714253,-1.45724082
8gsw-model-21_A_Z,-4.583460331,3.169819117,-1.046313763
8gsw-model-22_A_Z,-5.975396156,2.371457577,-0.785873532
8gsw-model-23_A_Z,-5.936368465,1.587914467,-1.563625813
8gsw-model-24_A_Z,-4.1460495,4.596742153,0.66665554
8gsw-model-25_A_Z,-6.403408051,0.705888093,-1.943442225
8gsw-model-26_A_Z,-3.897773981,0.230548441,-1.11096859
8gsw-model-27_A_Z,-6.121778488,3.436288118,-0.60302043
8gsw-model-28_A_Z,-7.924904823,2.111096382,-2.228621006
8gsw-model-29_A_Z,-4.521206856,2.566378117,-0.538812518
8gsw-model-30_A_Z,-4.378479004,1.659049511,-0.819137454
8gsw-model-31_A_Z,-4.454526901,0.640861511,-1.568925261
8gsw-model-32_A_Z,-2.969097614,3.397524834,0.697850406
8gsw-model-33_A_Z,-2.625682831,1.674961567,-0.435656339
8gsw-model-34_A_Z,-5.578481674,3.153787613,-0.025902214
8gsw-model-35_A_Z,-6.656069279,2.42642045,-1.777542353
8gsw-model-36_A_Z,-4.88462925,3.434256554,-0.138694972
8gsw-model-37_A_Z,-5.495547295,-1.11E-05,-2.339748383
8gsw-model-38_A_Z,-7.9623456,0.249943525,-1.976204157
8gsw-model-39_A_Z,-7.883827686,0.467126548,-2.419330835
8gsw-model-40_A_Z,-3.589476824,0.960862637,-0.628575683
8gsw-model-41_A_Z,-6.908863068,2.012547016,-2.115601301
8gsw-model-42_A_Z,-6.574974537,2.632943153,-1.66387105
8gsw-model-43_A_Z,-2.603704453,1.756438017,-0.354059249
8gsw-model-44_A_Z,-7.520157337,2.713951111,-0.684448242
8gsw-model-45_A_Z,-3.049539804,1.778874755,-0.190497145
8gsw-model-46_A_Z,-2.104234457,1.210370064,-0.39004451
8gsw-model-47_A_Z,-3.953636408,1.609861851,-0.860464156
8gsw-model-48_A_Z,-7.508882999,1.547540665,-1.443107605
8gsw-model-49_A_Z,-5.688051701,1.027675867,-1.583383799
8gsw-model-50_A_Z,-7.436757088,1.656497359,-2.734023809
8gsw-model-51_A_Z,-8.158220291,2.273408651,-1.962912917
8gsw-model-52_A_Z,-4.336898804,1.339629531,-1.091002226
8gsw-model-53_A_Z,-8.074595451,1.464803815,-2.733686209
8gsw-model-54_A_Z,-4.319586277,3.186891794,-0.120413207
8gsw-model-55_A_Z,-5.168548584,2.093519926,-1.048075199
8gsw-model-56_A_Z,-4.651546001,2.222127438,-1.218975067
8gsw-model-57_A_Z,-8.193808556,2.625798702,-2.358853102
8gsw-model-58_A_Z,-3.63360548,1.184267759,-1.122987628
8gsw-model-59_A_Z,-7.046802521,0.861329615,-2.054202557
8gsw-model-60_A_Z,-6.745985985,3.004438877,-0.865466237
8gsw-model-61_A_Z,-9.727983475,2.723061085,-2.382446527
8gsw-model-62_A_Z,-5.985872746,2.071855068,-1.058761716
8gsw-model-63_A_Z,-9.358288765,2.373245239,-1.595065355
8gsw-model-64_A_Z,-9.472099304,2.638804913,-1.602938771
8gsw-model-65_A_Z,-5.247906208,3.048625231,-0.314327002
8gsw-model-66_A_Z,-3.2608428,1.572391272,-0.399380744
8gsw-model-67_A_Z,-9.08577919,2.80445385,-2.287877083
8gsw-model-68_A_Z,-6.031646729,1.217668533,-1.611057043
8gsw-model-69_A_Z,-4.139152527,3.016538382,-0.568082631
8gsw-model-70_A_Z,-3.327287436,2.921224594,-0.386136174
8gsw-model-71_A_Z,-3.891501665,0.954594195,-1.088186264
8gsw-model-72_A_Z,-7.865877151,1.777224183,-2.543296576
8gsw-model-73_A_Z,-3.21890521,3.258274078,0.497813851
8gsw-model-74_A_Z,-5.469687462,2.163202524,-1.432158709
8gsw-model-75_A_Z,-6.254677296,3.862343311,-0.336155027
8gsw-model-76_A_Z,-6.819265366,2.940797091,-1.110539794
8gsw-model-77_A_Z,-5.283834457,0.87203604,-1.60401845
8gsw-model-78_A_Z,-3.570159912,1.461124182,-1.144645929
8gsw-model-79_A_Z,-4.499558926,1.010154009,-1.586993337
8gsw-model-80_A_Z,-9.456157684,2.643671989,-2.076179028
8gsw-model-81_A_Z,-6.018163681,2.332012177,-1.124986768
8gsw-model-82_A_Z,-3.225703001,1.703306437,-0.430158585
8gsw-model-83_A_Z,-5.03404665,3.134540319,-0.466642559
8gsw-model-84_A_Z,-7.196612835,1.380240083,-1.810159326
8gsw-model-85_A_Z,-3.942344427,2.315951824,-0.375340968
8gsw-model-86_A_Z,-3.193320751,2.344809771,-0.370776951
8gsw-model-87_A_Z,-4.027563572,1.515621305,-0.89075911
8gsw-model-88_A_Z,-4.629195213,1.199211597,-1.477910042
8gsw-model-89_A_Z,-7.110854149,5.384436131,-1.067388058
8gsw-model-90_A_Z,-4.86223793,2.494044065,-0.757555842
8gsw-model-91_A_Z,-5.834611893,1.878382325,-1.208903432
8gsw-model-92_A_Z,-5.871749401,0.773685813,-2.116215944
8gsw-model-93_A_Z,-6.258629799,1.687843323,-1.069532275
8gsw-model-94_A_Z,-4.46223259,2.168822289,-0.74854064
8gsw-model-95_A_Z,-3.126792431,1.946467876,-0.439749151
8gsw-model-96_A_Z,-3.01077199,1.770184875,-0.585318327
8gsw-model-97_A_Z,-6.756989956,2.721317768,-0.989287317
8gsw-model-98_A_Z,-5.452582836,1.039463758,-0.883726895
8gsw-model-99_A_Z,-5.622539997,1.053039074,-1.467745543
8gsw-model-100_A_Z,-4.85959053,2.503124237,-0.989980578
8gtj-model-1_A_Z,-4.393949509,3.325438499,0.562661111
8gtj-model-2_A_Z,-6.046141624,3.111145973,-0.556947172
8gtj-model-3_A_Z,-3.725379229,5.291829109,1.089291692
8gtj-model-4_A_Z,-5.175127983,3.274715424,-0.62405771
8gtj-model-5_A_Z,-5.651378632,3.462772369,-0.698942602
8gtj-model-6_A_Z,-2.857625961,4.438642025,0.77603066
8gtj-model-7_A_Z,-5.676971436,2.700114965,-0.821187973
8gtj-model-8_A_Z,-8.153038025,3.99285531,0.362440348
8gtj-model-9_A_Z,-5.877209187,4.224797726,-0.098339632
8gtj-model-10_A_Z,-7.151097298,4.509664536,0.631315112
8gtj-model-11_A_Z,-4.435167789,2.925078869,0.033568922
8gtj-model-12_A_Z,-4.797727585,2.476921082,-0.739952445
8gtj-model-13_A_Z,-4.589002609,3.764716148,-0.286948174
8gtj-model-14_A_Z,-8.174273491,2.693264484,-0.594027221
8gtj-model-15_A_Z,-5.211350441,4.43931818,0.524064243
8gtj-model-16_A_Z,-6.636775494,2.743688107,-0.310744733
8gtj-model-17_A_Z,-3.978801489,3.338030338,-0.2046244
8gtj-model-18_A_Z,-5.406087875,1.608412385,-0.6182428
8gtj-model-19_A_Z,-5.70366478,3.635183334,-0.696263254
8gtj-model-20_A_Z,-5.779405117,1.973425746,-1.088976502
8gtj-model-21_A_Z,-5.028217316,2.012169123,-0.957234025
8gtj-model-22_A_Z,-3.002497196,3.994823933,0.547581077
8gtj-model-23_A_Z,-5.794841766,3.06356287,-0.050176889
8gtj-model-24_A_Z,-10.35282898,3.030306101,-1.286929131
8gtj-model-25_A_Z,-6.222724438,2.488952637,-0.695398986
8gtj-model-26_A_Z,-5.394011974,3.097596169,-0.777980089
8gtj-model-27_A_Z,-5.180952549,3.202540398,-0.328988373
8gtj-model-28_A_Z,-6.367227077,2.274120808,-0.763962865
8gtj-model-29_A_Z,-6.26951313,4.344801426,-0.624723852
8gtj-model-30_A_Z,-6.793188095,2.403964996,-0.18012999
8gtj-model-31_A_Z,-7.484232426,3.103751183,-0.109019227
8gtj-model-32_A_Z,-4.203725338,1.646425724,-1.137782693
8gtj-model-33_A_Z,-4.224642754,3.908324718,0.384417474
8gtj-model-34_A_Z,-5.03744936,4.613386154,-0.132780463
8gtj-model-35_A_Z,-5.945100307,4.343101025,0.429962426
8gtj-model-36_A_Z,-4.502836227,3.458318472,-0.557120681
8gtj-model-37_A_Z,-5.21207571,3.380783319,-0.560144722
8gtj-model-38_A_Z,-5.122843266,3.281648159,-0.905197442
8gtj-model-39_A_Z,-5.376846313,4.655983925,0.762925208
8gtj-model-40_A_Z,-7.491606712,2.603504181,-0.954288065
8gtj-model-41_A_Z,-5.882651806,4.404570103,0.410126776
8gtj-model-42_A_Z,-6.775026321,1.863449335,-1.738431573
8gtj-model-43_A_Z,-3.704286098,2.886970997,-0.191783726
8gtj-model-44_A_Z,-3.669135332,3.037338734,-0.292203248
8gtj-model-45_A_Z,-5.693935394,2.601686478,-1.576561213
8gtj-model-46_A_Z,-7.304975986,3.452054977,0.156254992
8gtj-model-47_A_Z,-3.593463898,2.507574558,-0.331049293
8gtj-model-48_A_Z,-4.506935596,2.855068445,-0.573626816
8gtj-model-49_A_Z,-4.463243484,2.705062389,-0.18145366
8gtj-model-50_A_Z,-5.265275955,2.04934454,-0.898780346
8gtj-model-51_A_Z,-7.425912857,3.284481049,-1.052645445
8gtj-model-52_A_Z,-6.467700005,4.117060661,-0.183956563
8gtj-model-53_A_Z,-5.651304245,5.830862999,-0.019973535
8gtj-model-54_A_Z,-6.306274414,4.492041588,0.287262619
8gtj-model-55_A_Z,-5.335743904,5.412671566,0.636331797
8gtj-model-56_A_Z,-5.785241127,3.679607153,-0.268112987
8gtj-model-57_A_Z,-4.625936508,3.950317383,-0.151344687
8gtj-model-58_A_Z,-4.169718266,3.812083721,-0.345920444
8gtj-model-59_A_Z,-5.327336788,2.725793362,-0.34070465
8gtj-model-60_A_Z,-3.848467112,2.805314302,-0.735421538
8gtj-model-61_A_Z,-4.474136829,3.655278683,-0.205081716
8gtj-model-62_A_Z,-4.296573162,4.076849937,-0.133169875
8gtj-model-63_A_Z,-5.611773968,2.66602993,-0.57406652
8gtj-model-64_A_Z,-5.820162773,4.875522614,-0.404107064
8gtj-model-65_A_Z,-6.032648087,1.622256279,-1.215082884
8gtj-model-66_A_Z,-5.076814651,3.247020483,-0.423789114
8gtj-model-67_A_Z,-8.544857025,3.778250217,-0.919697821
8gtj-model-68_A_Z,-3.069748402,4.700233459,0.889198244
8gtj-model-69_A_Z,-7.027877808,4.64538908,0.355713189
8gtj-model-70_A_Z,-5.395112514,2.89785552,-1.192713141
8gtj-model-71_A_Z,-6.396537781,2.387408257,-1.163200378
8gtj-model-72_A_Z,-6.63902092,3.461724997,0.002943067
8gtj-model-73_A_Z,-3.742087841,3.296105385,-0.879434288
8gtj-model-74_A_Z,-6.33728075,3.702732801,-0.333657831
8gtj-model-75_A_Z,-3.794822693,3.695085287,0.455933958
8gtj-model-76_A_Z,-3.596396446,2.954470634,-0.13647753
8gtj-model-77_A_Z,-4.503098488,1.464800477,-1.109077096
8gtj-model-78_A_Z,-4.080600739,3.670520544,-0.503020465
8gtj-model-79_A_Z,-4.829596043,1.394858956,-1.135518432
8gtj-model-80_A_Z,-2.621342182,4.397021294,1.106912851
8gtj-model-81_A_Z,-6.339361191,3.079895973,-1.411711335
8gtj-model-82_A_Z,-5.431075096,3.469679356,0.111713938
8gtj-model-83_A_Z,-3.829180717,3.870718956,-0.10832645
8gtj-model-84_A_Z,-7.200876713,3.726129293,-0.666085184
8gtj-model-85_A_Z,-3.591191053,3.59916091,0.21662651
8gtj-model-86_A_Z,-6.650668621,5.602431297,0.449974179
8gtj-model-87_A_Z,-4.632253647,3.822971106,0.066055983
8gtj-model-88_A_Z,-7.664495945,4.176056862,-0.309277356
8gtj-model-89_A_Z,-3.551998615,3.798320532,0.266829342
8gtj-model-90_A_Z,-6.128947258,3.268555641,-0.583287656
8gtj-model-91_A_Z,-5.299295902,4.23151207,-0.033020467
8gtj-model-92_A_Z,-4.712852478,1.980136871,-1.009088397
8gtj-model-93_A_Z,-6.075546265,2.433192015,-1.034335971
8gtj-model-94_A_Z,-6.462479591,3.96764636,0.326431036
8gtj-model-95_A_Z,-3.201071739,1.445917487,-0.810924232
8gtj-model-96_A_Z,-4.546768665,2.118957758,-0.671512425
8gtj-model-97_A_Z,-4.128488064,1.396307707,-0.963380933
