Input,Score,PPI
8fo6-model-51,0.2353,8fo6-model-51_A_Z
8fo6-model-52,0.2213,8fo6-model-52_A_Z
8fo6-model-53,0.1305,8fo6-model-53_A_Z
8fo6-model-54,0.24,8fo6-model-54_A_Z
8fo6-model-55,0.1826,8fo6-model-55_A_Z
8fo6-model-56,0.1286,8fo6-model-56_A_Z
8fo6-model-57,0.2099,8fo6-model-57_A_Z
8fo6-model-58,0.2509,8fo6-model-58_A_Z
8fo6-model-59,0.0872,8fo6-model-59_A_Z
8fo6-model-6,0.1969,8fo6-model-6_A_Z
8fo6-model-60,0.1385,8fo6-model-60_A_Z
8fo6-model-61,0.1161,8fo6-model-61_A_Z
8fo6-model-62,0.0793,8fo6-model-62_A_Z
8fo6-model-63,0.0855,8fo6-model-63_A_Z
8fo6-model-64,0.1269,8fo6-model-64_A_Z
8fo6-model-65,0.2019,8fo6-model-65_A_Z
8fo6-model-66,0.2573,8fo6-model-66_A_Z
8fo6-model-67,0.2386,8fo6-model-67_A_Z
8fo6-model-68,0.1153,8fo6-model-68_A_Z
8fo6-model-69,0.2153,8fo6-model-69_A_Z
8fo6-model-7,0.1626,8fo6-model-7_A_Z
8fo6-model-70,0.2646,8fo6-model-70_A_Z
8fo6-model-71,0.1732,8fo6-model-71_A_Z
8fo6-model-72,0.1331,8fo6-model-72_A_Z
8fo6-model-73,0.1041,8fo6-model-73_A_Z
8fo6-model-74,0.2632,8fo6-model-74_A_Z
8fo6-model-75,0.2274,8fo6-model-75_A_Z
8fo6-model-76,0.1747,8fo6-model-76_A_Z
8fo6-model-77,0.1383,8fo6-model-77_A_Z
8fo6-model-78,0.2225,8fo6-model-78_A_Z
8fo6-model-79,0.1112,8fo6-model-79_A_Z
8fo6-model-8,0.234,8fo6-model-8_A_Z
8fo6-model-80,0.2629,8fo6-model-80_A_Z
8fo6-model-81,0.1431,8fo6-model-81_A_Z
8fo6-model-82,0.1582,8fo6-model-82_A_Z
8fo6-model-83,0.1038,8fo6-model-83_A_Z
8fo6-model-84,0.2274,8fo6-model-84_A_Z
8fo6-model-85,0.0765,8fo6-model-85_A_Z
8fo6-model-86,0.1853,8fo6-model-86_A_Z
8fo6-model-87,0.2562,8fo6-model-87_A_Z
8fo6-model-88,0.1739,8fo6-model-88_A_Z
8fo6-model-89,0.1125,8fo6-model-89_A_Z
8fo6-model-9,0.1131,8fo6-model-9_A_Z
8fo6-model-90,0.0673,8fo6-model-90_A_Z
8fo6-model-91,0.1053,8fo6-model-91_A_Z
8fo6-model-92,0.4517,8fo6-model-92_A_Z
8fo6-model-93,0.1114,8fo6-model-93_A_Z
8fo6-model-94,0.2274,8fo6-model-94_A_Z
8fo6-model-95,0.24,8fo6-model-95_A_Z
8fo6-model-96,0.2274,8fo6-model-96_A_Z
8fo6-model-97,0.0918,8fo6-model-97_A_Z
8fo6-model-98,0.1799,8fo6-model-98_A_Z
8fo6-model-99,0.1492,8fo6-model-99_A_Z
8g18-model-1,0.079,8g18-model-1_A_Z
8g18-model-10,0.2861,8g18-model-10_A_Z
8g18-model-100,0.2244,8g18-model-100_A_Z
8g18-model-11,0.196,8g18-model-11_A_Z
8g18-model-12,0.0963,8g18-model-12_A_Z
8g18-model-13,0.5603,8g18-model-13_A_Z
8g18-model-14,0.1508,8g18-model-14_A_Z
8g18-model-15,0.2764,8g18-model-15_A_Z
8g18-model-16,0.0811,8g18-model-16_A_Z
8g18-model-17,0.2313,8g18-model-17_A_Z
8g18-model-18,0.2563,8g18-model-18_A_Z
8g18-model-19,0.1733,8g18-model-19_A_Z
8g18-model-2,0.2274,8g18-model-2_A_Z
8g18-model-20,0.2608,8g18-model-20_A_Z
8g18-model-21,0.2464,8g18-model-21_A_Z
8g18-model-22,0.1543,8g18-model-22_A_Z
8g18-model-23,0.2274,8g18-model-23_A_Z
8g18-model-24,0.2636,8g18-model-24_A_Z
8g18-model-25,0.1414,8g18-model-25_A_Z
8g18-model-26,0.1611,8g18-model-26_A_Z
8g18-model-27,0.2225,8g18-model-27_A_Z
8g18-model-28,0.0716,8g18-model-28_A_Z
8g18-model-29,0.1373,8g18-model-29_A_Z
8g18-model-3,0.0801,8g18-model-3_A_Z
8g18-model-30,0.2781,8g18-model-30_A_Z
8g18-model-31,0.1268,8g18-model-31_A_Z
8g18-model-32,0.2274,8g18-model-32_A_Z
8g18-model-33,0.2274,8g18-model-33_A_Z
8g18-model-34,0.1135,8g18-model-34_A_Z
8g18-model-35,0.2274,8g18-model-35_A_Z
8g18-model-36,0.2274,8g18-model-36_A_Z
8g18-model-37,0.2644,8g18-model-37_A_Z
8g18-model-38,0.1402,8g18-model-38_A_Z
8g18-model-39,0.2381,8g18-model-39_A_Z
8g18-model-4,0.2274,8g18-model-4_A_Z
8g18-model-40,0.1642,8g18-model-40_A_Z
8g18-model-41,0.1113,8g18-model-41_A_Z
8g18-model-42,0.223,8g18-model-42_A_Z
8g18-model-43,0.3107,8g18-model-43_A_Z
8g18-model-44,0.2274,8g18-model-44_A_Z
8g18-model-45,0.0886,8g18-model-45_A_Z
8g18-model-46,0.2274,8g18-model-46_A_Z
8g18-model-47,0.2274,8g18-model-47_A_Z
8g18-model-48,0.1075,8g18-model-48_A_Z
8g18-model-49,0.2274,8g18-model-49_A_Z
8g18-model-5,0.2507,8g18-model-5_A_Z
8g18-model-50,0.1648,8g18-model-50_A_Z
8g18-model-51,0.2724,8g18-model-51_A_Z
8g18-model-52,0.2274,8g18-model-52_A_Z
8g18-model-53,0.1101,8g18-model-53_A_Z
8g18-model-54,0.2274,8g18-model-54_A_Z
8g18-model-55,0.1924,8g18-model-55_A_Z
8g18-model-56,0.2274,8g18-model-56_A_Z
8g18-model-57,0.2215,8g18-model-57_A_Z
8g18-model-58,0.1043,8g18-model-58_A_Z
8g18-model-59,0.2452,8g18-model-59_A_Z
8g18-model-6,0.1021,8g18-model-6_A_Z
8g18-model-60,0.1853,8g18-model-60_A_Z
8g18-model-61,0.2274,8g18-model-61_A_Z
8g18-model-62,0.1566,8g18-model-62_A_Z
8g18-model-63,0.0979,8g18-model-63_A_Z
8g18-model-64,0.0896,8g18-model-64_A_Z
8g18-model-65,0.1254,8g18-model-65_A_Z
8g18-model-66,0.224,8g18-model-66_A_Z
8g18-model-67,0.2281,8g18-model-67_A_Z
8g18-model-68,0.0996,8g18-model-68_A_Z
8g18-model-69,0.1668,8g18-model-69_A_Z
8g18-model-7,0.0735,8g18-model-7_A_Z
8g18-model-70,0.1566,8g18-model-70_A_Z
8g18-model-71,0.2274,8g18-model-71_A_Z
8g18-model-72,0.1509,8g18-model-72_A_Z
8g18-model-73,0.1372,8g18-model-73_A_Z
8g18-model-74,0.1142,8g18-model-74_A_Z
8g18-model-75,0.1089,8g18-model-75_A_Z
8g18-model-76,0.2274,8g18-model-76_A_Z
8g18-model-77,0.2697,8g18-model-77_A_Z
8g18-model-78,0.3254,8g18-model-78_A_Z
8g18-model-79,0.2274,8g18-model-79_A_Z
8g18-model-8,0.2942,8g18-model-8_A_Z
8g18-model-80,0.2274,8g18-model-80_A_Z
8g18-model-81,0.2274,8g18-model-81_A_Z
8g18-model-82,0.3628,8g18-model-82_A_Z
8g18-model-83,0.2145,8g18-model-83_A_Z
8g18-model-84,0.2274,8g18-model-84_A_Z
8g18-model-85,0.2456,8g18-model-85_A_Z
8g18-model-86,0.0587,8g18-model-86_A_Z
8g18-model-87,0.2566,8g18-model-87_A_Z
8g18-model-88,0.2274,8g18-model-88_A_Z
8g18-model-89,0.2274,8g18-model-89_A_Z
8g18-model-9,0.1706,8g18-model-9_A_Z
8g18-model-90,0.2064,8g18-model-90_A_Z
8g18-model-91,0.2465,8g18-model-91_A_Z
8g18-model-92,0.1758,8g18-model-92_A_Z
8g18-model-93,0.17,8g18-model-93_A_Z
8g18-model-94,0.1932,8g18-model-94_A_Z
8g18-model-95,0.2274,8g18-model-95_A_Z
8g18-model-96,0.2274,8g18-model-96_A_Z
8g18-model-97,0.2831,8g18-model-97_A_Z
8g18-model-98,0.2278,8g18-model-98_A_Z
8g18-model-99,0.2274,8g18-model-99_A_Z
8gsw-model-1,0.1287,8gsw-model-1_A_Z
8gsw-model-10,0.1188,8gsw-model-10_A_Z
8gsw-model-100,0.1128,8gsw-model-100_A_Z
8gsw-model-11,0.3471,8gsw-model-11_A_Z
8gsw-model-12,0.153,8gsw-model-12_A_Z
8gsw-model-13,0.073,8gsw-model-13_A_Z
8gsw-model-14,0.1345,8gsw-model-14_A_Z
8gsw-model-15,0.2265,8gsw-model-15_A_Z
8gsw-model-16,0.2274,8gsw-model-16_A_Z
8gsw-model-17,0.1788,8gsw-model-17_A_Z
8gsw-model-18,0.0777,8gsw-model-18_A_Z
8gsw-model-19,0.1689,8gsw-model-19_A_Z
8gsw-model-2,0.1201,8gsw-model-2_A_Z
8gsw-model-20,0.6474,8gsw-model-20_A_Z
8gsw-model-21,0.2363,8gsw-model-21_A_Z
8gsw-model-22,0.1116,8gsw-model-22_A_Z
8gsw-model-23,0.0991,8gsw-model-23_A_Z
8gsw-model-24,0.5758,8gsw-model-24_A_Z
8gsw-model-25,0.1082,8gsw-model-25_A_Z
8gsw-model-26,0.2335,8gsw-model-26_A_Z
8gsw-model-27,0.1037,8gsw-model-27_A_Z
8gsw-model-28,0.0533,8gsw-model-28_A_Z
8gsw-model-29,0.1355,8gsw-model-29_A_Z
8gsw-model-3,0.125,8gsw-model-3_A_Z
8gsw-model-30,0.1771,8gsw-model-30_A_Z
8gsw-model-31,0.1846,8gsw-model-31_A_Z
8gsw-model-32,0.2224,8gsw-model-32_A_Z
8gsw-model-33,0.1586,8gsw-model-33_A_Z
8gsw-model-34,0.1711,8gsw-model-34_A_Z
8gsw-model-35,0.311,8gsw-model-35_A_Z
8gsw-model-36,0.3171,8gsw-model-36_A_Z
8gsw-model-37,0.1834,8gsw-model-37_A_Z
8gsw-model-38,0.1897,8gsw-model-38_A_Z
8gsw-model-39,0.261,8gsw-model-39_A_Z
8gsw-model-4,0.1034,8gsw-model-4_A_Z
8gsw-model-40,0.1223,8gsw-model-40_A_Z
8gsw-model-41,0.2274,8gsw-model-41_A_Z
8gsw-model-42,0.1523,8gsw-model-42_A_Z
8gsw-model-43,0.1351,8gsw-model-43_A_Z
8gsw-model-44,0.1451,8gsw-model-44_A_Z
8gsw-model-45,0.1237,8gsw-model-45_A_Z
8gsw-model-46,0.2274,8gsw-model-46_A_Z
8gsw-model-47,0.1159,8gsw-model-47_A_Z
8gsw-model-48,0.1281,8gsw-model-48_A_Z
8gsw-model-49,0.1281,8gsw-model-49_A_Z
8gsw-model-5,0.1589,8gsw-model-5_A_Z
8gsw-model-50,0.2452,8gsw-model-50_A_Z
8gsw-model-51,0.0978,8gsw-model-51_A_Z
8gsw-model-52,0.235,8gsw-model-52_A_Z
8gsw-model-53,0.0933,8gsw-model-53_A_Z
8gsw-model-54,0.0542,8gsw-model-54_A_Z
8gsw-model-55,0.0925,8gsw-model-55_A_Z
8gsw-model-56,0.1669,8gsw-model-56_A_Z
8gsw-model-57,0.2232,8gsw-model-57_A_Z
8gsw-model-58,0.1621,8gsw-model-58_A_Z
8gsw-model-59,0.0921,8gsw-model-59_A_Z
8gsw-model-6,0.1379,8gsw-model-6_A_Z
8gsw-model-60,0.1756,8gsw-model-60_A_Z
8gsw-model-61,0.1921,8gsw-model-61_A_Z
8gsw-model-62,0.1177,8gsw-model-62_A_Z
8gsw-model-63,0.0883,8gsw-model-63_A_Z
8gsw-model-64,0.2705,8gsw-model-64_A_Z
8gsw-model-65,0.1552,8gsw-model-65_A_Z
8gsw-model-66,0.2274,8gsw-model-66_A_Z
8gsw-model-67,0.0945,8gsw-model-67_A_Z
8gsw-model-68,0.2795,8gsw-model-68_A_Z
8gsw-model-69,0.1916,8gsw-model-69_A_Z
8gsw-model-7,0.0859,8gsw-model-7_A_Z
8gsw-model-70,0.0939,8gsw-model-70_A_Z
8gsw-model-71,0.2792,8gsw-model-71_A_Z
8gsw-model-72,0.2047,8gsw-model-72_A_Z
8gsw-model-73,0.2032,8gsw-model-73_A_Z
8gsw-model-74,0.1659,8gsw-model-74_A_Z
8gsw-model-75,0.1241,8gsw-model-75_A_Z
8gsw-model-76,0.2867,8gsw-model-76_A_Z
8gsw-model-77,0.1477,8gsw-model-77_A_Z
8gsw-model-78,0.2274,8gsw-model-78_A_Z
8gsw-model-79,0.2661,8gsw-model-79_A_Z
8gsw-model-8,0.2274,8gsw-model-8_A_Z
8gsw-model-80,0.2648,8gsw-model-80_A_Z
8gsw-model-81,0.2266,8gsw-model-81_A_Z
8gsw-model-82,0.1316,8gsw-model-82_A_Z
8gsw-model-83,0.151,8gsw-model-83_A_Z
8gsw-model-84,0.1903,8gsw-model-84_A_Z
8gsw-model-85,0.4452,8gsw-model-85_A_Z
8gsw-model-86,0.2342,8gsw-model-86_A_Z
8gsw-model-87,0.2274,8gsw-model-87_A_Z
8gsw-model-88,0.0881,8gsw-model-88_A_Z
8gsw-model-89,0.0585,8gsw-model-89_A_Z
8gsw-model-9,0.0816,8gsw-model-9_A_Z
8gsw-model-90,0.0965,8gsw-model-90_A_Z
8gsw-model-91,0.331,8gsw-model-91_A_Z
8gsw-model-92,0.2525,8gsw-model-92_A_Z
8gsw-model-93,0.1373,8gsw-model-93_A_Z
8gsw-model-94,0.057,8gsw-model-94_A_Z
8gsw-model-95,0.1584,8gsw-model-95_A_Z
8gsw-model-96,0.2288,8gsw-model-96_A_Z
8gsw-model-97,0.1489,8gsw-model-97_A_Z
8gsw-model-98,0.1885,8gsw-model-98_A_Z
8gsw-model-99,0.1824,8gsw-model-99_A_Z
8gtj-model-1,0.2321,8gtj-model-1_A_Z
8gtj-model-10,0.187,8gtj-model-10_A_Z
8gtj-model-100,0.2251,8gtj-model-100_A_Z
8gtj-model-11,0.0908,8gtj-model-11_A_Z
8gtj-model-12,0.1766,8gtj-model-12_A_Z
8gtj-model-13,0.1899,8gtj-model-13_A_Z
8gtj-model-14,0.2118,8gtj-model-14_A_Z
8gtj-model-15,0.1476,8gtj-model-15_A_Z
8gtj-model-16,0.2683,8gtj-model-16_A_Z
8gtj-model-17,0.1814,8gtj-model-17_A_Z
8gtj-model-18,0.2274,8gtj-model-18_A_Z
8gtj-model-19,0.0929,8gtj-model-19_A_Z
8gtj-model-2,0.1974,8gtj-model-2_A_Z
8gtj-model-20,0.0855,8gtj-model-20_A_Z
8gtj-model-21,0.1076,8gtj-model-21_A_Z
8gtj-model-22,0.2274,8gtj-model-22_A_Z
8gtj-model-23,0.2274,8gtj-model-23_A_Z
8gtj-model-24,0.2287,8gtj-model-24_A_Z
8gtj-model-25,0.1641,8gtj-model-25_A_Z
8gtj-model-26,0.2274,8gtj-model-26_A_Z
8gtj-model-27,0.2274,8gtj-model-27_A_Z
8gtj-model-28,0.0849,8gtj-model-28_A_Z
8gtj-model-29,0.2518,8gtj-model-29_A_Z
8gtj-model-3,0.107,8gtj-model-3_A_Z
8gtj-model-30,0.4925,8gtj-model-30_A_Z
8gtj-model-31,0.1365,8gtj-model-31_A_Z
8gtj-model-32,0.1074,8gtj-model-32_A_Z
8gtj-model-33,0.1769,8gtj-model-33_A_Z
8gtj-model-34,0.0922,8gtj-model-34_A_Z
8gtj-model-35,0.3013,8gtj-model-35_A_Z
8gtj-model-36,0.113,8gtj-model-36_A_Z
8gtj-model-37,0.3158,8gtj-model-37_A_Z
8gtj-model-38,0.1127,8gtj-model-38_A_Z
8gtj-model-39,0.0965,8gtj-model-39_A_Z
8gtj-model-4,0.1071,8gtj-model-4_A_Z
8gtj-model-40,0.4462,8gtj-model-40_A_Z
8gtj-model-41,0.158,8gtj-model-41_A_Z
8gtj-model-42,0.1171,8gtj-model-42_A_Z
8gtj-model-43,0.1016,8gtj-model-43_A_Z
8gtj-model-44,0.1129,8gtj-model-44_A_Z
8gtj-model-45,0.0695,8gtj-model-45_A_Z
8gtj-model-46,0.171,8gtj-model-46_A_Z
8gtj-model-47,0.3217,8gtj-model-47_A_Z
8gtj-model-48,0.1264,8gtj-model-48_A_Z
8gtj-model-49,0.348,8gtj-model-49_A_Z
8gtj-model-5,0.0947,8gtj-model-5_A_Z
8gtj-model-50,0.0796,8gtj-model-50_A_Z
8gtj-model-51,0.2489,8gtj-model-51_A_Z
8gtj-model-52,0.2248,8gtj-model-52_A_Z
8gtj-model-53,0.1017,8gtj-model-53_A_Z
8gtj-model-54,0.2401,8gtj-model-54_A_Z
8gtj-model-55,0.1019,8gtj-model-55_A_Z
8gtj-model-56,0.2274,8gtj-model-56_A_Z
8gtj-model-57,0.2274,8gtj-model-57_A_Z
8gtj-model-58,0.2274,8gtj-model-58_A_Z
8gtj-model-59,0.1739,8gtj-model-59_A_Z
8gtj-model-6,0.2274,8gtj-model-6_A_Z
8gtj-model-60,0.0896,8gtj-model-60_A_Z
8gtj-model-61,0.0935,8gtj-model-61_A_Z
8gtj-model-62,0.0457,8gtj-model-62_A_Z
8gtj-model-63,0.0804,8gtj-model-63_A_Z
8gtj-model-64,0.1314,8gtj-model-64_A_Z
8gtj-model-65,0.1207,8gtj-model-65_A_Z
8gtj-model-66,0.2475,8gtj-model-66_A_Z
8gtj-model-67,0.2165,8gtj-model-67_A_Z
8gtj-model-68,0.2364,8gtj-model-68_A_Z
8gtj-model-69,0.1449,8gtj-model-69_A_Z
8gtj-model-7,0.2037,8gtj-model-7_A_Z
8gtj-model-70,0.2416,8gtj-model-70_A_Z
8gtj-model-71,0.2274,8gtj-model-71_A_Z
8gtj-model-72,0.2274,8gtj-model-72_A_Z
8gtj-model-73,0.1165,8gtj-model-73_A_Z
8gtj-model-74,0.13,8gtj-model-74_A_Z
8gtj-model-75,0.0899,8gtj-model-75_A_Z
8gtj-model-76,0.211,8gtj-model-76_A_Z
8gtj-model-77,0.2274,8gtj-model-77_A_Z
8gtj-model-78,0.2274,8gtj-model-78_A_Z
8gtj-model-79,0.2188,8gtj-model-79_A_Z
8gtj-model-8,0.1318,8gtj-model-8_A_Z
8gtj-model-80,0.0835,8gtj-model-80_A_Z
8gtj-model-81,0.2274,8gtj-model-81_A_Z
8gtj-model-82,0.1345,8gtj-model-82_A_Z
8gtj-model-83,0.2274,8gtj-model-83_A_Z
8gtj-model-84,0.2289,8gtj-model-84_A_Z
8gtj-model-85,0.2274,8gtj-model-85_A_Z
8gtj-model-86,0.2274,8gtj-model-86_A_Z
8gtj-model-87,0.1491,8gtj-model-87_A_Z
8gtj-model-88,0.2274,8gtj-model-88_A_Z
8gtj-model-89,0.2274,8gtj-model-89_A_Z
8gtj-model-9,0.1577,8gtj-model-9_A_Z
8gtj-model-90,0.0852,8gtj-model-90_A_Z
8gtj-model-91,0.1278,8gtj-model-91_A_Z
8gtj-model-92,0.2274,8gtj-model-92_A_Z
8gtj-model-93,0.124,8gtj-model-93_A_Z
8gtj-model-94,0.2379,8gtj-model-94_A_Z
8gtj-model-95,0.0723,8gtj-model-95_A_Z
8gtj-model-96,0.0892,8gtj-model-96_A_Z
8gtj-model-97,0.2002,8gtj-model-97_A_Z
8gtj-model-98,0.0666,8gtj-model-98_A_Z
8gtj-model-99,0.1767,8gtj-model-99_A_Z
8h3x-model-1,0.1028,8h3x-model-1_A_Z
8h3x-model-10,0.2286,8h3x-model-10_A_Z
8h3x-model-100,0.2274,8h3x-model-100_A_Z
8h3x-model-11,0.2274,8h3x-model-11_A_Z
8h3x-model-12,0.1281,8h3x-model-12_A_Z
8h3x-model-13,0.2274,8h3x-model-13_A_Z
8h3x-model-14,0.2274,8h3x-model-14_A_Z
8h3x-model-15,0.1291,8h3x-model-15_A_Z
8h3x-model-16,0.0857,8h3x-model-16_A_Z
8h3x-model-17,0.0972,8h3x-model-17_A_Z
8h3x-model-18,0.2274,8h3x-model-18_A_Z
8h3x-model-19,0.2274,8h3x-model-19_A_Z
8h3x-model-2,0.2274,8h3x-model-2_A_Z
8h3x-model-20,0.0919,8h3x-model-20_A_Z
8h3x-model-21,0.2552,8h3x-model-21_A_Z
8h3x-model-22,0.2274,8h3x-model-22_A_Z
8h3x-model-23,0.2274,8h3x-model-23_A_Z
8h3x-model-24,0.2274,8h3x-model-24_A_Z
8h3x-model-25,0.2274,8h3x-model-25_A_Z
8h3x-model-26,0.2274,8h3x-model-26_A_Z
8h3x-model-27,0.2274,8h3x-model-27_A_Z
8h3x-model-28,0.1138,8h3x-model-28_A_Z
8h3x-model-29,0.2274,8h3x-model-29_A_Z
8h3x-model-3,0.2046,8h3x-model-3_A_Z
8h3x-model-30,0.2463,8h3x-model-30_A_Z
8h3x-model-31,0.2274,8h3x-model-31_A_Z
8h3x-model-32,0.2274,8h3x-model-32_A_Z
8h3x-model-33,0.2434,8h3x-model-33_A_Z
8h3x-model-34,0.2274,8h3x-model-34_A_Z
8h3x-model-35,0.2274,8h3x-model-35_A_Z
8h3x-model-36,0.1724,8h3x-model-36_A_Z
8h3x-model-37,0.2396,8h3x-model-37_A_Z
8h3x-model-38,0.2274,8h3x-model-38_A_Z
8h3x-model-39,0.1496,8h3x-model-39_A_Z
8h3x-model-4,0.2274,8h3x-model-4_A_Z
8h3x-model-40,0.2274,8h3x-model-40_A_Z
8h3x-model-41,0.2274,8h3x-model-41_A_Z
8h3x-model-42,0.2274,8h3x-model-42_A_Z
8h3x-model-43,0.2274,8h3x-model-43_A_Z
8h3x-model-44,0.2274,8h3x-model-44_A_Z
8h3x-model-45,0.2274,8h3x-model-45_A_Z
8h3x-model-46,0.2379,8h3x-model-46_A_Z
8h3x-model-47,0.2274,8h3x-model-47_A_Z
8h3x-model-48,0.1652,8h3x-model-48_A_Z
8h3x-model-49,0.2274,8h3x-model-49_A_Z
8h3x-model-5,0.2274,8h3x-model-5_A_Z
8h3x-model-50,0.2128,8h3x-model-50_A_Z
8h3x-model-51,0.2274,8h3x-model-51_A_Z
8h3x-model-52,0.2274,8h3x-model-52_A_Z
8h3x-model-53,0.0933,8h3x-model-53_A_Z
8h3x-model-54,0.1128,8h3x-model-54_A_Z
8h3x-model-55,0.2274,8h3x-model-55_A_Z
8h3x-model-56,0.1572,8h3x-model-56_A_Z
8h3x-model-57,0.2404,8h3x-model-57_A_Z
8h3x-model-58,0.2535,8h3x-model-58_A_Z
8h3x-model-59,0.2274,8h3x-model-59_A_Z
8h3x-model-6,0.2274,8h3x-model-6_A_Z
8h3x-model-60,0.2274,8h3x-model-60_A_Z
8h3x-model-61,0.2274,8h3x-model-61_A_Z
8h3x-model-62,0.2274,8h3x-model-62_A_Z
8h3x-model-63,0.2598,8h3x-model-63_A_Z
8h3x-model-64,0.2274,8h3x-model-64_A_Z
8h3x-model-65,0.2274,8h3x-model-65_A_Z
8h3x-model-66,0.0709,8h3x-model-66_A_Z
8h3x-model-67,0.2274,8h3x-model-67_A_Z
8h3x-model-68,0.2556,8h3x-model-68_A_Z
8h3x-model-69,0.158,8h3x-model-69_A_Z
8h3x-model-7,0.1747,8h3x-model-7_A_Z
8h3x-model-70,0.2274,8h3x-model-70_A_Z
8h3x-model-71,0.2274,8h3x-model-71_A_Z
8h3x-model-72,0.1815,8h3x-model-72_A_Z
8h3x-model-73,0.2274,8h3x-model-73_A_Z
8h3x-model-74,0.2274,8h3x-model-74_A_Z
8h3x-model-75,0.2274,8h3x-model-75_A_Z
8h3x-model-76,0.1224,8h3x-model-76_A_Z
8h3x-model-77,0.1579,8h3x-model-77_A_Z
8h3x-model-78,0.2274,8h3x-model-78_A_Z
8h3x-model-79,0.2422,8h3x-model-79_A_Z
8h3x-model-8,0.2274,8h3x-model-8_A_Z
8h3x-model-80,0.156,8h3x-model-80_A_Z
8h3x-model-81,0.2274,8h3x-model-81_A_Z
8h3x-model-82,0.2274,8h3x-model-82_A_Z
8h3x-model-83,0.2274,8h3x-model-83_A_Z
8h3x-model-84,0.2274,8h3x-model-84_A_Z
8h3x-model-85,0.2236,8h3x-model-85_A_Z
8h3x-model-86,0.2629,8h3x-model-86_A_Z
8h3x-model-87,0.124,8h3x-model-87_A_Z
8h3x-model-88,0.1331,8h3x-model-88_A_Z
8h3x-model-89,0.2274,8h3x-model-89_A_Z
8h3x-model-9,0.2274,8h3x-model-9_A_Z
8h3x-model-90,0.2274,8h3x-model-90_A_Z
8h3x-model-91,0.2274,8h3x-model-91_A_Z
8h3x-model-92,0.187,8h3x-model-92_A_Z
8h3x-model-93,0.2303,8h3x-model-93_A_Z
8h3x-model-94,0.2274,8h3x-model-94_A_Z
8h3x-model-95,0.2274,8h3x-model-95_A_Z
8h3x-model-96,0.2321,8h3x-model-96_A_Z
8h3x-model-97,0.0955,8h3x-model-97_A_Z
8h3x-model-98,0.2274,8h3x-model-98_A_Z
8h3x-model-99,0.1752,8h3x-model-99_A_Z
8h6p-model-1,0.2581,8h6p-model-1_A_Z
8h6p-model-10,0.0992,8h6p-model-10_A_Z
8h6p-model-100,0.2734,8h6p-model-100_A_Z
8h6p-model-11,0.0739,8h6p-model-11_A_Z
8h6p-model-12,0.3261,8h6p-model-12_A_Z
8h6p-model-13,0.1048,8h6p-model-13_A_Z
8h6p-model-14,0.1625,8h6p-model-14_A_Z
8h6p-model-15,0.1542,8h6p-model-15_A_Z
8h6p-model-16,0.158,8h6p-model-16_A_Z
8h6p-model-17,0.0692,8h6p-model-17_A_Z
8h6p-model-18,0.2517,8h6p-model-18_A_Z
8h6p-model-19,0.0681,8h6p-model-19_A_Z
8h6p-model-2,0.0972,8h6p-model-2_A_Z
8h6p-model-20,0.2274,8h6p-model-20_A_Z
8h6p-model-21,0.2843,8h6p-model-21_A_Z
8h6p-model-22,0.1135,8h6p-model-22_A_Z
8h6p-model-23,0.1135,8h6p-model-23_A_Z
8h6p-model-24,0.1882,8h6p-model-24_A_Z
8h6p-model-25,0.2474,8h6p-model-25_A_Z
8h6p-model-26,0.1005,8h6p-model-26_A_Z
8h6p-model-27,0.137,8h6p-model-27_A_Z
8h6p-model-28,0.1954,8h6p-model-28_A_Z
8h6p-model-29,0.0939,8h6p-model-29_A_Z
8h6p-model-3,0.2274,8h6p-model-3_A_Z
8h6p-model-30,0.1386,8h6p-model-30_A_Z
8h6p-model-31,0.2274,8h6p-model-31_A_Z
8h6p-model-32,0.5272,8h6p-model-32_A_Z
8h6p-model-33,0.2274,8h6p-model-33_A_Z
8h6p-model-34,0.1296,8h6p-model-34_A_Z
8h6p-model-35,0.1576,8h6p-model-35_A_Z
8h6p-model-36,0.1222,8h6p-model-36_A_Z
8h6p-model-37,0.291,8h6p-model-37_A_Z
8h6p-model-38,0.239,8h6p-model-38_A_Z
8h6p-model-39,0.2274,8h6p-model-39_A_Z
8h6p-model-4,0.0648,8h6p-model-4_A_Z
8h6p-model-40,0.2719,8h6p-model-40_A_Z
8h6p-model-41,0.2274,8h6p-model-41_A_Z
8h6p-model-42,0.2354,8h6p-model-42_A_Z
8h6p-model-43,0.2274,8h6p-model-43_A_Z
8h6p-model-44,0.1278,8h6p-model-44_A_Z
8h6p-model-45,0.2274,8h6p-model-45_A_Z
8h6p-model-46,0.1792,8h6p-model-46_A_Z
8h6p-model-47,0.2274,8h6p-model-47_A_Z
8h6p-model-48,0.6992,8h6p-model-48_A_Z
8h6p-model-49,0.2392,8h6p-model-49_A_Z
8h6p-model-5,0.1561,8h6p-model-5_A_Z
8h6p-model-50,0.2212,8h6p-model-50_A_Z
8h6p-model-51,0.2274,8h6p-model-51_A_Z
8h6p-model-52,0.1389,8h6p-model-52_A_Z
8h6p-model-53,0.2274,8h6p-model-53_A_Z
8h6p-model-54,0.1031,8h6p-model-54_A_Z
8h6p-model-55,0.2274,8h6p-model-55_A_Z
8h6p-model-56,0.0648,8h6p-model-56_A_Z
8h6p-model-57,0.0805,8h6p-model-57_A_Z
8h6p-model-58,0.1184,8h6p-model-58_A_Z
